GO:0005737	Q4V0S8
GO:0005524	Q4V0S8
GO:0003688	Q4V0S8
GO:0006270	Q4V0S8
GO:0006275	Q4V0S8
GO:0005737	A0A0H2X251
GO:0009360	A0A0H2X251
GO:0008408	A0A0H2X251
GO:0003677	A0A0H2X251
GO:0003887	A0A0H2X251
GO:0006260	A0A0H2X251
GO:0005737	Q4V0S6
GO:0005524	Q4V0S6
GO:0003697	Q4V0S6
GO:0006281	Q4V0S6
GO:0006260	Q4V0S6
GO:0009432	Q4V0S6
GO:0005694	A0A0H2X298
GO:0005737	A0A0H2X298
GO:0005524	A0A0H2X298
GO:0003677	A0A0H2X298
GO:0003918	A0A0H2X298
GO:0000287	A0A0H2X298
GO:0006265	A0A0H2X298
GO:0006261	A0A0H2X298
GO:0016021	A0A0H2X3K5
GO:0004222	A0A0H2X2F8
GO:0016021	A0A0H2X255
GO:0006810	A0A0H2X255
GO:0016021	A0A0H2X2A3
GO:0008565	A0A0H2X2A3
GO:0016021	A0A0H2X3L0
GO:0005886	A0A0H2X3L0
GO:0005215	A0A0H2X3L0
GO:0015031	A0A0H2X3L0
GO:0016021	A0A0H2X2G1
GO:0005886	A0A0H2X2G1
GO:0005215	A0A0H2X2G1
GO:0015031	A0A0H2X2G1
GO:0005737	Q4V0R7
GO:0033856	Q4V0R7
GO:0008615	Q4V0R7
GO:0016021	A0A0H2X3Q1
GO:0016021	A0A0H2X260
GO:0005886	A0A0H2X260
GO:0008808	A0A0H2X260
GO:0032049	A0A0H2X260
GO:0003824	A0A0H2X2A6
GO:0051536	A0A0H2X2A6
GO:0016491	A0A0H2X3L5
GO:0016021	A0A0H2X3Q5
GO:0004252	A0A0H2X3Q5
GO:0051287	A0A0H2X2B0
GO:0016616	A0A0H2X2B0
GO:0008236	A0A0H2X3M0
GO:0004553	A0A0H2X3M5
GO:0005975	A0A0H2X3M5
GO:0004553	A0A0H2X2H4
GO:0005975	A0A0H2X2H4
GO:0004553	A0A0H2X3R3
GO:0005975	A0A0H2X3R3
GO:0016491	A0A0H2X270
GO:0008270	A0A0H2X270
GO:0051536	A0A0H2X3N0
GO:0016639	A0A0H2X3N0
GO:0006537	A0A0H2X3N0
GO:0015930	A0A0H2X2H8
GO:0006537	A0A0H2X2H8
GO:0003677	A0A0H2X274
GO:0003917	A0A0H2X274
GO:0006265	A0A0H2X274
GO:0008168	A0A0H2X2C1
GO:0003677	A0A0H2X3S0
GO:0003700	A0A0H2X3S0
GO:0006351	A0A0H2X3S0
GO:0003677	A0A0H2X3P0
GO:0003700	A0A0H2X3P0
GO:0006351	A0A0H2X3P0
GO:0003677	A0A0H2X2I9
GO:0003677	A0A0H2X3S5
GO:0045892	A0A0H2X3S5
GO:0016021	A0A0H2X281
GO:0016491	A0A0H2X3P5
GO:0009279	A0A0H2X3S9
GO:0004872	A0A0H2X3S9
GO:0006810	A0A0H2X3S9
GO:0008889	A0A0H2X2D1
GO:0006629	A0A0H2X2D1
GO:0003676	A0A0H2X3Q2
GO:0005524	A0A0H2X2K0
GO:0004386	A0A0H2X2K0
GO:0003676	A0A0H2X2K0
GO:0005524	A0A0H2X3T3
GO:0043910	A0A0H2X3T3
GO:0043338	A0A0H2X3T3
GO:0003896	A0A0H2X3T3
GO:0033677	A0A0H2X3T3
GO:0000287	A0A0H2X3T3
GO:0008905	A0A0H2X3T3
GO:0043814	A0A0H2X3T3
GO:0070733	A0A0H2X3T3
GO:0003724	A0A0H2X3T3
GO:0004779	A0A0H2X3T3
GO:0003720	A0A0H2X3T3
GO:0008193	A0A0H2X3T3
GO:0052630	A0A0H2X3T3
GO:0016021	A0A0H2X286
GO:0019835	A0A0H2X286
GO:0008703	A0A0H2X3U5
GO:0009231	A0A0H2X3U5
GO:0003677	A0A0H2X2E4
GO:0006355	A0A0H2X2E4
GO:0006351	A0A0H2X2E4
GO:0006950	A0A0H2X3U8
GO:0004222	A0A0H2X2E7
GO:0016787	A0A0H2X2M2
GO:0016021	A0A0H2X3V0
GO:0016787	A0A0H2X2A5
GO:0008152	A0A0H2X2A5
GO:0005623	A0A0H2X3T1
GO:0045454	A0A0H2X3T1
GO:0016021	A0A0H2X2M7
GO:0005215	A0A0H2X2M7
GO:0055085	A0A0H2X2M7
GO:0006950	A0A0H2X3V4
GO:0016021	A0A0H2X3T4
GO:0016021	A0A0H2X2N1
GO:0016021	A0A0H2X3V6
GO:0005524	A0A0H2X2F6
GO:0016887	A0A0H2X2F6
GO:0008237	A0A0H2X2N7
GO:0016021	A0A0H2X3V8
GO:0008237	A0A0H2X3V8
GO:0008237	A0A0H2X2B6
GO:0005737	Q4V0I4
GO:0042132	Q4V0I4
GO:0000287	Q4V0I4
GO:0006001	Q4V0I4
GO:0006094	Q4V0I4
GO:0030170	A0A0H2X3U4
GO:0008483	A0A0H2X3U4
GO:0009058	A0A0H2X3U4
GO:0006520	A0A0H2X3U4
GO:0009279	A0A0H2X2P4
GO:0004872	A0A0H2X2P4
GO:0006810	A0A0H2X2P4
GO:0016620	A0A0H2X2G0
GO:0003690	A0A0H2X2C3
GO:0006310	A0A0H2X2C3
GO:0006303	A0A0H2X2C3
GO:0005524	A0A0H2X2G3
GO:0003910	A0A0H2X2G3
GO:0006310	A0A0H2X2G3
GO:0006281	A0A0H2X2G3
GO:0005886	Q4V0H2
GO:0010181	Q4V0H2
GO:0004457	Q4V0H2
GO:0019516	Q4V0H2
GO:0016021	A0A0H2X2Q7
GO:0016021	A0A0H2X3W6
GO:0005622	A0A0H2X3W6
GO:0000155	A0A0H2X3W6
GO:0005622	A0A0H2X2C6
GO:0003677	A0A0H2X2C6
GO:0000160	A0A0H2X2C6
GO:0006355	A0A0H2X2C6
GO:0006351	A0A0H2X2C6
GO:0005622	A0A0H2X3W8
GO:0003677	A0A0H2X3W8
GO:0000160	A0A0H2X3W8
GO:0006355	A0A0H2X3W8
GO:0006351	A0A0H2X3W8
GO:0004318	Q4V0G3
GO:0051287	Q4V0G3
GO:0006633	Q4V0G3
GO:0016021	A0A0H2X2D0
GO:0016301	A0A0H2X3X1
GO:0009279	A0A0H2X2R8
GO:0016021	A0A0H2X2R8
GO:0004872	A0A0H2X2R8
GO:0006810	A0A0H2X2R8
GO:0009279	A0A0H2X3X0
GO:0004872	A0A0H2X3X0
GO:0006810	A0A0H2X3X0
GO:0005618	A0A0H2X2D3
GO:0045330	A0A0H2X2D3
GO:0030599	A0A0H2X2D3
GO:0042545	A0A0H2X2D3
GO:0045490	A0A0H2X2D3
GO:0016829	A0A0H2X2H6
GO:0016021	A0A0H2X3X4
GO:0007165	A0A0H2X2I1
GO:0004132	A0A0H2X3Y5
GO:0008270	A0A0H2X3Y5
GO:0006220	A0A0H2X3Y5
GO:0097264	A0A0H2X3X6
GO:0004553	A0A0H2X2T5
GO:0016758	A0A0H2X2T5
GO:0030979	A0A0H2X2T5
GO:0003824	A0A0H2X3Y0
GO:0005975	A0A0H2X3Y0
GO:0003844	Q4V0E2
GO:0043169	Q4V0E2
GO:0004553	Q4V0E2
GO:0005978	Q4V0E2
GO:0003677	A0A0H2X2E3
GO:0004803	A0A0H2X2E3
